fips,state,cty,crop,arc_pay,new_arc_pay,adj_arc_pay
1001,Alabama,Autauga,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1015,Alabama,Calhoun,Barley,0.0,0.0,0.0
1019,Alabama,Cherokee,Barley,0.0,0.0,0.0
1043,Alabama,Cullman,Barley,0.0,0.0,0.0
1049,Alabama,Dekalb,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1055,Alabama,Etowah,Barley,0.0,0.0,0.0
1059,Alabama,Franklin,Barley,34.343,51.5145,34.343
1071,Alabama,Jackson,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1077,Alabama,Lauderdale,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1079,Alabama,Lawrence,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1083,Alabama,Limestone,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1089,Alabama,Madison,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1095,Alabama,Marshall,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1101,Alabama,Montgomery,Barley,36.032000000000004,54.047999999999995,36.032000000000004
1103,Alabama,Morgan,Barley,36.032000000000004,54.047999999999995,36.032000000000004
4003,Arizona,Cochise,Barley,0.0,0.0,0.0
4012,Arizona,La paz,Barley,0.0,0.0,0.0
4013,Arizona,Maricopa,Barley,0.0,0.0,0.0
4027,Arizona,Yuma,Barley,0.0,0.0,0.0
5021,Arkansas,Clay,Barley,2.932399999999973,18.24599999999998,38.284
5049,Arkansas,Fulton,Barley,2.932399999999973,18.24599999999998,38.284
6001,California,Alameda,Barley,0.0,0.0,25.00540000000001
6005,California,Amador,Barley,8.898000000000025,22.410000000000082,33.78
6011,California,Colusa,Barley,8.898000000000025,22.410000000000082,33.78
6013,California,Contra costa,Barley,0.0,0.0,0.0
6019,California,Fresno,Barley,0.0,0.0,10.480000000000047
6021,California,Glenn,Barley,0.0,0.0,14.075000000000001
6025,California,Imperial,Barley,0.0,0.0,0.0
6029,California,Kern,Barley,0.0,0.0,0.0
6031,California,Kings,Barley,0.0,0.0,0.0
6035,California,Lassen,Barley,45.603,68.4045,45.603
6047,California,Merced,Barley,10.697000000000001,16.0455,10.697000000000001
6049,California,Modoc,Barley,56.175400000000025,79.37099999999998,57.989000000000004
6053,California,Monterey,Barley,0.0,0.0,0.0
6065,California,Riverside,Barley,0.0,0.0,0.0
6067,California,Sacramento,Barley,8.898000000000025,22.410000000000082,33.78
6069,California,San benito,Barley,0.0,0.0,0.0
6077,California,San joaquin,Barley,0.0,0.0,15.201
6089,California,Shasta,Barley,39.973000000000006,59.9595,39.973000000000006
6093,California,Siskiyou,Barley,50.107,75.1605,50.107
6095,California,Solano,Barley,0.0,0.0,13.082600000000014
6099,California,Stanislaus,Barley,0.0,0.0,0.0
6101,California,Sutter,Barley,8.898000000000025,22.410000000000082,33.78
6103,California,Tehama,Barley,8.898000000000025,22.410000000000082,33.78
6107,California,Tulare,Barley,0.0,0.0,0.0
6113,California,Yolo,Barley,0.0,0.0,14.638
6115,California,Yuba,Barley,0.0,0.0,0.0
8001,Colorado,Adams,Barley,0.0,5.097000000000008,17.453
8003,Colorado,Alamosa,Barley,27.84299999999996,58.245000000000005,76.005
8005,Colorado,Arapahoe,Barley,0.0,0.0,11.975600000000014
8009,Colorado,Baca,Barley,0.0,0.0,16.817399999999992
8011,Colorado,Bent,Barley,33.78,50.67,33.78
8013,Colorado,Boulder,Barley,18.184600000000046,40.02900000000005,54.611000000000004
8017,Colorado,Cheyenne,Barley,20.077200000000005,32.238,30.402
8021,Colorado,Conejos,Barley,71.501,107.2515,71.501
8025,Colorado,Crowley,Barley,29.76079999999996,42.372000000000014,31.528
8027,Colorado,Custer,Barley,0.0,0.0,26.461000000000002
8029,Colorado,Delta,Barley,59.678,89.517,59.678
8033,Colorado,Dolores,Barley,49.544000000000004,74.316,49.544000000000004
8035,Colorado,Douglas,Barley,0.0,0.0,0.0
8039,Colorado,Elbert,Barley,24.918999999999983,37.30500000000001,30.965
8045,Colorado,Garfield,Barley,20.432199999999966,38.22300000000001,44.477000000000004
8055,Colorado,Huerfano,Barley,24.918999999999983,37.30500000000001,30.965
8061,Colorado,Kiowa,Barley,0.0,0.0,25.898000000000003
8063,Colorado,Kit carson,Barley,0.0,0.0,25.898000000000003
8067,Colorado,La plata,Barley,10.74860000000001,28.089,43.351
8069,Colorado,Larimer,Barley,0.0,0.0,0.0
8071,Colorado,Las animas,Barley,33.78,50.67,33.78
8073,Colorado,Lincoln,Barley,29.76079999999996,42.372000000000014,31.528
8075,Colorado,Logan,Barley,47.292,70.938,47.292
8077,Colorado,Mesa,Barley,59.678,89.517,59.678
8081,Colorado,Moffat,Barley,38.847,58.27049999999999,38.847
8083,Colorado,Montezuma,Barley,49.544000000000004,74.316,49.544000000000004
8085,Colorado,Montrose,Barley,59.678,89.517,59.678
8087,Colorado,Morgan,Barley,0.0,5.097000000000008,17.453
8089,Colorado,Otero,Barley,33.78,50.67,33.78
8095,Colorado,Phillips,Barley,35.469,53.2035,35.469
8099,Colorado,Prowers,Barley,33.78,50.67,33.78
8101,Colorado,Pueblo,Barley,20.077200000000005,32.238,30.402
8103,Colorado,Rio blanco,Barley,38.847,58.27049999999999,38.847
8105,Colorado,Rio grande,Barley,54.28279999999995,87.16200000000003,82.19800000000001
8107,Colorado,Routt,Barley,38.847,58.27049999999999,38.847
8109,Colorado,Saguache,Barley,78.257,117.38549999999998,78.257
8115,Colorado,Sedgwick,Barley,47.292,70.938,47.292
8121,Colorado,Washington,Barley,7.7993999999999915,15.230999999999995,18.579
8123,Colorado,Weld,Barley,21.167400000000043,42.11100000000005,52.35900000000001
8125,Colorado,Yuma,Barley,34.906,52.359,34.906
9005,Connecticut,Litchfield,Barley,0.0,0.0,0.0
10001,Delaware,Kent,Barley,6.27860000000004,23.619000000000028,43.351
10003,Delaware,New castle,Barley,0.0,0.0,0.0
10005,Delaware,Sussex,Barley,23.78679999999997,40.90199999999999,42.788000000000004
12047,Florida,Hamilton,Barley,0.0,0.0,0.0
13003,Georgia,Atkinson,Barley,0.0,0.0,0.0
13005,Georgia,Bacon,Barley,7.774199999999951,23.312999999999988,38.847
13013,Georgia,Barrow,Barley,0.0,13.178999999999974,37.721
13015,Georgia,Bartow,Barley,0.0,8.111999999999966,37.158
13017,Georgia,Ben hill,Barley,0.0,8.111999999999966,37.158
13019,Georgia,Berrien,Barley,0.0,0.0,0.0
13021,Georgia,Bibb,Barley,0.0,0.0,0.0
13023,Georgia,Bleckley,Barley,0.0,13.178999999999974,37.721
13027,Georgia,Brooks,Barley,0.0,0.0,0.0
13031,Georgia,Bulloch,Barley,0.0,8.111999999999966,37.158
13033,Georgia,Burke,Barley,0.0,8.111999999999966,37.158
13035,Georgia,Butts,Barley,0.0,8.111999999999966,37.158
13043,Georgia,Candler,Barley,0.0,0.0,0.0
13055,Georgia,Chattooga,Barley,0.0,8.111999999999966,37.158
13059,Georgia,Clarke,Barley,0.0,13.178999999999974,37.721
13069,Georgia,Coffee,Barley,7.774199999999951,23.312999999999988,38.847
13079,Georgia,Crawford,Barley,0.0,13.178999999999974,37.721
13081,Georgia,Crisp,Barley,0.0,8.111999999999966,37.158
13087,Georgia,Decatur,Barley,0.0,8.111999999999966,37.158
13091,Georgia,Dodge,Barley,0.0,0.0,0.0
13093,Georgia,Dooly,Barley,0.0,0.0,0.0
13095,Georgia,Dougherty,Barley,0.0,8.111999999999966,37.158
13107,Georgia,Emanuel,Barley,0.0,8.111999999999966,37.158
13109,Georgia,Evans,Barley,7.774199999999951,23.312999999999988,38.847
13115,Georgia,Floyd,Barley,0.0,13.178999999999974,37.721
13119,Georgia,Franklin,Barley,0.0,13.178999999999974,37.721
13125,Georgia,Glascock,Barley,0.0,8.111999999999966,37.158
13129,Georgia,Gordon,Barley,0.0,8.111999999999966,37.158
13147,Georgia,Hart,Barley,0.0,13.178999999999974,37.721
13151,Georgia,Henry,Barley,0.0,0.0,0.0
13153,Georgia,Houston,Barley,0.0,13.178999999999974,37.721
13155,Georgia,Irwin,Barley,0.0,0.0,0.0
13157,Georgia,Jackson,Barley,0.0,13.178999999999974,37.721
13163,Georgia,Jefferson,Barley,0.0,0.0,19.039800000000014
13165,Georgia,Jenkins,Barley,0.0,0.0,0.0
13167,Georgia,Johnson,Barley,0.0,8.111999999999966,37.158
13171,Georgia,Lamar,Barley,0.0,8.111999999999966,37.158
13175,Georgia,Laurens,Barley,7.774199999999951,23.312999999999988,38.847
13181,Georgia,Lincoln,Barley,0.0,8.111999999999966,37.158
13189,Georgia,Mcduffie,Barley,0.0,8.111999999999966,37.158
13193,Georgia,Macon,Barley,0.0,0.0,9.356200000000001
13195,Georgia,Madison,Barley,0.0,13.178999999999974,37.721
13197,Georgia,Marion,Barley,0.0,8.111999999999966,37.158
13205,Georgia,Mitchell,Barley,0.0,0.0,0.0
13207,Georgia,Monroe,Barley,0.0,8.111999999999966,37.158
13209,Georgia,Montgomery,Barley,0.0,8.111999999999966,37.158
13211,Georgia,Morgan,Barley,0.0,13.178999999999974,37.721
13217,Georgia,Newton,Barley,0.0,13.178999999999974,37.721
13219,Georgia,Oconee,Barley,0.0,13.178999999999974,37.721
13225,Georgia,Peach,Barley,0.0,13.178999999999974,37.721
13231,Georgia,Pike,Barley,0.0,8.111999999999966,37.158
13235,Georgia,Pulaski,Barley,0.0,13.178999999999974,37.721
13237,Georgia,Putnam,Barley,0.0,8.111999999999966,37.158
13243,Georgia,Randolph,Barley,0.0,13.178999999999974,37.721
13245,Georgia,Richmond,Barley,0.0,0.0,0.0
13249,Georgia,Schley,Barley,0.0,8.111999999999966,37.158
13251,Georgia,Screven,Barley,0.0,0.0,0.0
13253,Georgia,Seminole,Barley,0.0,8.111999999999966,37.158
13255,Georgia,Spalding,Barley,0.0,0.0,0.0
13259,Georgia,Stewart,Barley,0.0,8.111999999999966,37.158
13261,Georgia,Sumter,Barley,0.0,8.111999999999966,37.158
13267,Georgia,Tattnall,Barley,7.774199999999951,23.312999999999988,38.847
13269,Georgia,Taylor,Barley,0.0,0.0,0.0
13271,Georgia,Telfair,Barley,0.0,8.111999999999966,37.158
13279,Georgia,Toombs,Barley,7.774199999999951,23.312999999999988,38.847
13283,Georgia,Treutlen,Barley,0.0,8.111999999999966,37.158
13293,Georgia,Upson,Barley,0.0,8.111999999999966,37.158
13295,Georgia,Walker,Barley,0.0,8.111999999999966,37.158
13297,Georgia,Walton,Barley,0.0,13.178999999999974,37.721
13301,Georgia,Warren,Barley,0.0,8.111999999999966,37.158
13303,Georgia,Washington,Barley,0.0,0.0,9.356200000000001
13307,Georgia,Webster,Barley,0.0,8.111999999999966,37.158
13309,Georgia,Wheeler,Barley,0.0,8.111999999999966,37.158
13315,Georgia,Wilcox,Barley,0.0,8.111999999999966,37.158
13317,Georgia,Wilkes,Barley,0.0,8.111999999999966,37.158
13319,Georgia,Wilkinson,Barley,0.0,0.0,0.0
16001,Idaho,Ada,Barley,0.0,0.0,21.62560000000002
16005,Idaho,Bannock,Barley,0.0,0.0,0.813200000000009
16007,Idaho,Bear lake,Barley,0.0,0.0,22.52
16009,Idaho,Benewah south shoshone,Barley,38.284,57.425999999999995,38.284
16011,Idaho,Bingham,Barley,19.291599999999903,44.51400000000001,63.056
16013,Idaho,Blaine,Barley,62.492999999999995,88.61700000000002,62.492999999999995
16019,Idaho,Bonneville,Barley,28.983599999999967,51.954000000000065,57.426
16021,Idaho,Boundary,Barley,45.04,67.55999999999999,45.04
16023,Idaho,Butte,Barley,36.43639999999999,58.50600000000003,55.17400000000001
16025,Idaho,Camas,Barley,10.410399999999981,16.716000000000008,15.764
16027,Idaho,Canyon,Barley,57.426,86.139,57.426
16029,Idaho,Caribou,Barley,0.0,0.0,22.52
16031,Idaho,Cassia,Barley,0.0,19.791000000000054,42.09140000000002
16033,Idaho,Clark,Barley,55.17400000000001,82.761,55.17400000000001
16035,Idaho,Clearwater,Barley,28.713,43.0695,28.713
16039,Idaho,Elmore,Barley,13.351200000000063,32.268000000000086,47.292
16041,Idaho,Franklin,Barley,0.0,0.0,31.69780000000003
16043,Idaho,Fremont,Barley,0.0,0.0,7.125399999999956
16045,Idaho,Gem,Barley,0.0,0.0,14.933200000000056
16047,Idaho,Gooding,Barley,39.774200000000064,66.57300000000009,66.997
16049,Idaho,Idaho,Barley,34.343,51.5145,34.343
